sample_index,feature_names,feature_importance_scores
7,job_matrix_5,-0.021014409764107282
7,job_matrix_87,0.019958642850175803
7,job_matrix_34,0.018439629644420252
7,job_matrix_8,0.018075839817572017
7,job_matrix_40,-0.017882865881925652
7,job_matrix_79,0.01761658131546724
7,job_matrix_19,0.015385522402294644
7,job_matrix_92,0.014978281183393012
7,job_matrix_21,0.014623876656206928
7,job_matrix_15,0.014461847100704221
7,job_matrix_55,0.014130800629758156
8,State,-0.7532121064563948
8,City,-0.23269218190871344
8,job_matrix_7,0.0366749580647691
8,job_matrix_80,0.03621123147790375
8,work_matrix_37,-0.02654851955036225
8,job_matrix_93,0.02473319979757308
8,job_matrix_57,0.02465752748400609
8,job_matrix_53,-0.024026337056782417
8,DegreeType,-0.02370076585365429
8,job_matrix_34,0.02266050816199302
