sample_index,feature_names,feature_importance_scores
0,State,0.7559494503437808
0,City,-0.25010104847650094
0,job_matrix_7,0.037787563616733265
0,job_matrix_80,0.03621859733042999
0,job_matrix_57,0.029176257763908753
0,job_matrix_53,-0.02690161491387715
0,job_matrix_87,0.026793148369701276
0,job_matrix_34,0.025490022823329413
0,job_matrix_93,0.02374635223526842
0,DegreeType,0.020701753186931793
0,job_matrix_92,0.0201249700908306
0,job_matrix_56,-0.019869458683411875
0,job_matrix_8,0.01955641550097711
0,job_matrix_55,0.01848155131212804
0,job_matrix_27,0.01750854113876549
0,job_matrix_79,0.015991780976328127
0,job_matrix_43,0.01569514580483805
0,job_matrix_26,0.014770876815164426
0,job_matrix_19,0.014105312553504331
0,work_matrix_28,-0.012932087789982097
1,State,-0.7561547194459535
1,City,-0.2397036077621664
1,job_matrix_7,0.04035571927960545
1,job_matrix_80,0.03755011548647615
1,job_matrix_87,0.0254153092135163
1,job_matrix_34,0.025322466438880333
1,job_matrix_40,-0.023623924527567012
1,job_matrix_93,0.02359776719201283
1,job_matrix_57,0.023224366901641227
1,job_matrix_53,-0.02299938423323116
1,job_matrix_8,0.022076928461124454
1,job_matrix_92,0.021105227078779966
1,job_matrix_48,-0.0206591972184186
1,job_matrix_5,0.020273411017119856
1,job_matrix_55,0.019489158952014838
1,job_matrix_79,0.016602553343929502
1,DegreeType,0.01653246016099979
1,CurrentlyEmployed,0.01607104629995092
1,job_matrix_29,0.015222447178378257
1,job_matrix_56,0.013989516661260871
2,State,-0.7530587540042688
2,City,-0.23913849402232373
2,job_matrix_80,0.035620275902137885
2,job_matrix_7,0.03556182869176902
2,DegreeType,0.029259992343130647
2,job_matrix_53,0.026279199992159677
2,job_matrix_57,0.024107289547500455
2,job_matrix_93,0.022849284263444403
2,job_matrix_87,0.0227969345222695
2,job_matrix_92,0.022523965445742578
2,job_matrix_56,-0.022409415033021806
2,work_matrix_19,-0.020983419535495592
2,job_matrix_8,0.02000415140301301
2,job_matrix_34,0.01978653195785881
2,job_matrix_79,0.01906312972255258
2,job_matrix_48,-0.01871764242459252
2,job_matrix_27,-0.017009514684982546
2,job_matrix_40,0.01635180270188489
2,CurrentlyEmployed,-0.014814094721937381
2,work_matrix_48,0.009321246655833927
3,State,-0.7552072982444913
3,City,-0.22913677018393405
3,job_matrix_80,0.035675752206394934
3,job_matrix_7,-0.03481415867372312
3,job_matrix_57,0.028224836149270793
3,DegreeType,0.024872181835356708
3,job_matrix_93,-0.02437703642584142
3,job_matrix_5,-0.023680100241180786
3,job_matrix_53,-0.023572879678352383
3,job_matrix_34,0.020264226149634416
3,job_matrix_8,0.020029457972871787
3,job_matrix_55,0.01756292274303008
3,job_matrix_92,0.017029665985921538
3,job_matrix_48,-0.01590670647517305
3,job_matrix_87,0.015731525287127533
3,job_matrix_56,0.01400503141935227
3,job_matrix_16,-0.013112084538292705
3,work_matrix_29,0.013055652457607172
3,job_matrix_15,-0.01210981545109786
3,work_matrix_22,0.011017901808570525
4,State,0.7483848492251254
4,City,-0.2439390509322117
4,job_matrix_7,0.039389636210171275
4,job_matrix_80,0.03667602795991118
4,DegreeType,-0.029782711231068827
4,job_matrix_57,0.028108784504638745
4,job_matrix_53,-0.027911739931433793
4,job_matrix_87,-0.02466470376125051
4,job_matrix_56,-0.02272505478911323
4,job_matrix_8,0.020811357343837367
4,job_matrix_93,0.02080611227506807
4,job_matrix_55,0.019856828438303994
4,job_matrix_34,-0.019523379849455156
4,job_matrix_5,0.019510531416232258
4,job_matrix_92,0.01638907677339561
4,job_matrix_15,-0.015990891360893444
4,job_matrix_27,0.015948836036188508
4,work_matrix_48,0.015915474721810804
4,job_matrix_48,0.015222002631420322
4,job_matrix_79,-0.012932384277467865
5,State,0.7559988758830978
5,City,-0.24496142972065804
5,job_matrix_80,-0.03858759066527477
5,job_matrix_7,0.03764904780195448
5,job_matrix_34,0.02933773902006292
5,DegreeType,-0.027792127085702258
5,job_matrix_57,0.027061337777916375
5,job_matrix_87,0.02580364640686934
5,job_matrix_53,-0.022173201055626302
5,job_matrix_55,-0.02211222031535828
5,job_matrix_92,-0.021808245946120873
5,job_matrix_93,0.02019547422645849
5,job_matrix_8,0.019124110483804597
5,job_matrix_15,0.017173505264732845
5,job_matrix_85,0.014407947053052591
5,job_matrix_79,0.013914893458692436
5,job_matrix_48,-0.013394706785379356
5,job_matrix_56,0.01278520288703903
5,job_matrix_27,0.012625940724297392
5,work_matrix_21,-0.012371695846624854
6,State,0.7580070829273556
6,City,-0.2546230446409882
6,job_matrix_7,0.03855020569044086
6,job_matrix_80,0.03410959735438014
6,DegreeType,-0.03142771664083732
6,job_matrix_87,0.028678626782536114
6,job_matrix_53,-0.02687994238353543
6,job_matrix_93,0.02641836763770431
6,work_matrix_31,0.023834722029367407
6,job_matrix_34,0.02306070952221083
6,job_matrix_92,0.022022124577491246
6,job_matrix_5,0.019627957992290727
6,job_matrix_27,0.018599721789398886
6,job_matrix_57,0.018115186831071668
6,job_matrix_56,0.015888221993113526
6,job_matrix_79,0.01538489089493762
6,job_matrix_8,0.01527105480858799
6,job_matrix_31,0.0145932178204399
6,job_matrix_15,-0.014547629500918414
6,job_matrix_48,-0.013012711615159732
7,State,-0.752510344884361
7,City,-0.23566335903333616
7,job_matrix_7,0.04097139548655532
7,job_matrix_80,0.03566355537851641
7,job_matrix_53,0.03091172932502207
7,DegreeType,-0.03076116121381005
7,job_matrix_57,0.024950306989036622
7,work_matrix_11,-0.023559216890784683
7,job_matrix_93,0.021770480638534675
